"Country_iso","Country","Industry_specific","Year","GVA_total_lcu","Currency_iso","Country_short","Industry_simple","GDP_annual_lcu","Exch_rate","GVA_annual_usd","GDP_annual_usd","GVA_perc_GDP_usd","GVA_perc_GDP_lcu","GVA_change_relative","GVA_change_rel_mean","GVA_mean_usd","GVA_mean_lcu","GVA_perc_GDP_usd_mean","GVA_perc_GDP_lcu_mean","national_industry_gva_usd","GDP_mean_usd","GDP_mean_lcu","industry_total_gva_usd","industry_annual_gva_sum_usd","industry_annual_gva_mean_usd","n_country"
"PNG","Papua New Guinea","Mining and quarrying",2019,20889100000,"PGK","PNG","Mining",65714323100,3.056734787,6833795358.64195,21498208931.7911,31.7877427851037,31.7877427851037,NA,-5.20773465131472,6074799187.34605,18569050000,28.684926041648,28.684926041648,24299196749.3842,21172997869.5522,64720239132.9372,2583524074697.47,731003554610.723,34809693076.7011,21
"PNG","Papua New Guinea","Mining and quarrying",2020,18976700000,"PGK","PNG","Mining",63632900000,3.056734787,6208160446.46925,20817278708.8447,29.8221517485452,29.8221517485452,-9.15501385890249,-5.20773465131472,6074799187.34605,18569050000,28.684926041648,28.684926041648,24299196749.3842,21172997869.5522,64720239132.9372,2583524074697.47,522585757885.558,27504513572.9241,19
"PNG","Papua New Guinea","Mining and quarrying",2021,16774300000,"PGK","PNG","Mining",63136354156.993,3.056734787,5487653057.55,20654835488.3472,26.568369719749,26.568369719749,-11.6058113370607,-5.20773465131472,6074799187.34605,18569050000,28.684926041648,28.684926041648,24299196749.3842,21172997869.5522,64720239132.9372,2583524074697.47,641603379258.885,33768598908.3624,19
"PNG","Papua New Guinea","Mining and quarrying",2022,17636100000,"PGK","PNG","Mining",66397379274.7559,3.056734787,5769587886.723,21721668349.226,26.5614399131943,26.5614399131943,5.13762124201903,-5.20773465131472,6074799187.34605,18569050000,28.684926041648,28.684926041648,24299196749.3842,21172997869.5522,64720239132.9372,2583524074697.47,470868157708.832,29429259856.802,16
"POL","Poland","Fishing and aquaculture",2018,3.33e+08,"PLN","Poland","Fishing",2.0625e+12,3.611717,92199914.8881266,571058031401.685,0.0161454545454545,0.0161454545454545,NA,15.1420467496762,99180391.9958875,373500000,0.0178796075335619,0.0178796075335619,198360783.991775,557805707323.377,2109181333333.33,243569231130.509,40805956725.5762,1457355597.34201,28
"POL","Poland","Fishing and aquaculture",2020,4.14e+08,"PLN","Poland","Fishing",2.110763e+12,3.899742,106160869.103648,541257088289.43,0.0196137605216692,0.0196137605216692,15.1420467496762,15.1420467496762,99180391.9958875,373500000,0.0178796075335619,0.0178796075335619,198360783.991775,557805707323.377,2109181333333.33,243569231130.509,61177587088.7189,1747931059.67768,35
"POL","Poland","Mining and quarrying",2019,3.2966e+10,"PLN","Poland","Mining",2.154281e+12,3.839375,8586293342.0153,561102002279.017,1.53025533809192,1.53025533809192,NA,NA,8586293342.0153,3.2966e+10,1.53025533809192,1.53025533809192,8586293342.0153,557805707323.377,2109181333333.33,2583524074697.47,731003554610.723,34809693076.7011,21
"PRT","Portugal","Fishing and aquaculture",2018,341941000,"EUR","PRT","Fishing",195178255000,0.846773,403816607.284361,230496549842.756,0.175194209006531,0.175194209006531,NA,-5.791604591251,392122876.700503,337504500,0.178213557841318,0.178213557841318,784245753.401006,223414065938.84,191093477666.667,243569231130.509,40805956725.5762,1457355597.34201,28
"PRT","Portugal","Fishing and aquaculture",2020,333068000,"EUR","PRT","Fishing",183778987000,0.875506,380429146.116646,209911739040.052,0.181232906676104,0.181232906676104,-5.791604591251,-5.791604591251,392122876.700503,337504500,0.178213557841318,0.178213557841318,784245753.401006,223414065938.84,191093477666.667,243569231130.509,61177587088.7189,1747931059.67768,35
"PRT","Portugal","Mining and quarrying",2021,793635000,"EUR","PRT","Mining",194323191000,0.845494,938664260.183987,229833908933.712,0.40840982278847,0.40840982278847,NA,NA,938664260.183987,793635000,0.40840982278847,0.40840982278847,938664260.183987,223414065938.84,191093477666.667,2583524074697.47,641603379258.885,33768598908.3624,19
"ROU","Romania","Fishing and aquaculture",2019,1132500000,"RON","ROU","Fishing",463710400000,4.237925,267229835.355746,109419208692.933,0.24422570638916,0.24422570638916,NA,-20.2725376747754,240142700.830379,1009450000,0.21598001506418,0.21598001506418,480285401.660758,109383884306.593,460841466666.667,243569231130.509,52005149321.203,2000198050.8155,26
"ROU","Romania","Fishing and aquaculture",2021,886400000,"RON","ROU","Fishing",472156600000,4.160417,213055566.305012,113487806630.922,0.1877343237392,0.1877343237392,-20.2725376747754,-20.2725376747754,240142700.830379,1009450000,0.21598001506418,0.21598001506418,480285401.660758,109383884306.593,460841466666.667,243569231130.509,61816734035.4948,2377566693.67288,26
"ROU","Romania","Mining and quarrying",2020,8853900000,"RON","ROU","Mining",446657400000,4.243992,2086219766.67251,105244637595.924,1.98225754235797,1.98225754235797,NA,NA,2086219766.67251,8853900000,1.98225754235797,1.98225754235797,2086219766.67251,109383884306.593,460841466666.667,2583524074697.47,522585757885.558,27504513572.9241,19
"RUS","Russia","Fishing and aquaculture",2018,273254800000,"RUB","Russia","Fishing",89626606310000,62.668133,4360346908.69122,1430178338167.5,0.304881341880633,0.304881341880633,NA,3.08591375538073,4427625181.21003,298679700000,0.334182910855041,0.334182910855041,8855250362.42005,1360561109833.51,90129760395333.3,243569231130.509,40805956725.5762,1457355597.34201,28
"RUS","Russia","Fishing and aquaculture",2020,324104600000,"RUB","Russia","Fishing",89166007900000,72.104908,4494903453.72884,1236614959691.79,0.363484479829449,0.363484479829449,3.08591375538073,3.08591375538073,4427625181.21003,298679700000,0.334182910855041,0.334182910855041,8855250362.42005,1360561109833.51,90129760395333.3,243569231130.509,61177587088.7189,1747931059.67768,35
"RUS","Russia","Mining and quarrying",2019,12674320900000,"RUB","Russia","Mining",91596666976000,64.737658,195779725303.007,1414890031641.24,13.8370983556868,13.8370983556868,NA,NA,195779725303.007,12674320900000,13.8370983556868,13.8370983556868,195779725303.007,1360561109833.51,90129760395333.3,2583524074697.47,731003554610.723,34809693076.7011,21
"WSM","Samoa","Fishing",2019,32700000,"WST","Samoa","Fishing",2190710200,2.779294045,11765577.6864733,788225414.270623,1.49266662473202,1.49266662473202,NA,-11.6102021817549,9804648.07206105,27250000,1.33225949498127,1.33225949498127,39218592.2882442,733403723.030681,2038344600,243569231130.509,52005149321.203,2000198050.8155,26
"WSM","Samoa","Fishing",2020,26200000,"WST","Samoa","Fishing",2122613200,2.779294045,9426854.2931376,763723868.591241,1.23432757320081,1.23432757320081,-19.8776758409786,-11.6102021817549,9804648.07206105,27250000,1.33225949498127,1.33225949498127,39218592.2882442,733403723.030681,2038344600,243569231130.509,61177587088.7189,1747931059.67768,35
"WSM","Samoa","Fishing",2021,28300000,"WST","Samoa","Fishing",1972357000,2.779294045,10182441.8509845,709661147.062977,1.43483152390769,1.43483152390769,8.01526717557251,-11.6102021817549,9804648.07206105,27250000,1.33225949498127,1.33225949498127,39218592.2882442,733403723.030681,2038344600,243569231130.509,61816734035.4948,2377566693.67288,26
"WSM","Samoa","Fishing",2022,21800000,"WST","Samoa","Fishing",1867698000,2.779294045,7843718.45764884,672004462.197882,1.16721225808455,1.16721225808455,-22.9681978798587,-11.6102021817549,9804648.07206105,27250000,1.33225949498127,1.33225949498127,39218592.2882442,733403723.030681,2038344600,243569231130.509,27763803959.5156,2135677227.65505,13
"SVK","Slovak Republic","Fishing and aquaculture",2019,5174000,"EUR","SVK","Fishing",89669135000,0.893276,5792162.78059637,100382339836.736,0.00577010138438382,0.00577010138438382,NA,-23.6916945837697,5106032.02270953,4455500,0.00494220469488018,0.00494220469488018,10212064.0454191,102730751125.315,90055879666.6667,243569231130.509,52005149321.203,2000198050.8155,26
"SVK","Slovak Republic","Fishing and aquaculture",2021,3737000,"EUR","SVK","Fishing",90829369000,0.845494,4419901.2648227,107427573702.475,0.00411430800537654,0.00411430800537654,-23.6916945837697,-23.6916945837697,5106032.02270953,4455500,0.00494220469488018,0.00494220469488018,10212064.0454191,102730751125.315,90055879666.6667,243569231130.509,61816734035.4948,2377566693.67288,26
"SVK","Slovak Republic","Mining and quarrying",2019,170919000,"EUR","SVK","Mining",89669135000,0.893276,191339518.804938,100382339836.736,0.19061073802039,0.19061073802039,NA,NA,191339518.804938,170919000,0.19061073802039,0.19061073802039,191339518.804938,102730751125.315,90055879666.6667,2583524074697.47,731003554610.723,34809693076.7011,21
"SVN","Slovenia","Fishing and aquaculture",2018,4594000,"EUR","SVN","Fishing",43895254000,0.846773,5425302.88518883,51838277791.0963,0.0104658239362278,0.0104658239362278,NA,-2.98927195000144,5183365.22287741,4612000,0.0102041705643327,0.0102041705643327,15550095.6686322,50784667512.2465,45221194666.6667,243569231130.509,40805956725.5762,1457355597.34201,28
"SVN","Slovenia","Fishing and aquaculture",2020,4403000,"EUR","SVN","Fishing",43514420000,0.875506,5029091.74808625,49702023743.9835,0.0101184848608806,0.0101184848608806,-7.30302336085681,-2.98927195000144,5183365.22287741,4612000,0.0102041705643327,0.0102041705643327,15550095.6686322,50784667512.2465,45221194666.6667,243569231130.509,61177587088.7189,1747931059.67768,35
"SVN","Slovenia","Fishing and aquaculture",2022,4839000,"EUR","SVN","Fishing",48253910000,0.949624,5095701.03535715,50813701001.6596,0.0100282028958897,0.0100282028958897,1.32447946085394,-2.98927195000144,5183365.22287741,4612000,0.0102041705643327,0.0102041705643327,15550095.6686322,50784667512.2465,45221194666.6667,243569231130.509,27763803959.5156,2135677227.65505,13
"ESP","Spain","Fishing and aquaculture",2018,1.397e+09,"EUR","Spain","Fishing",1.17003e+12,0.846773,1649792801.61271,1381751661897.58,0.119398647897917,0.119398647897917,NA,-15.8129980376899,1519351949.94023,1306500000,0.117058355637937,0.117058355637937,3038703899.88046,1282900201542.89,1140989333333.33,243569231130.509,40805956725.5762,1457355597.34201,28
"ESP","Spain","Fishing and aquaculture",2020,1.216e+09,"EUR","Spain","Fishing",1.05999e+12,0.875506,1388911098.26774,1210717002510.55,0.114718063377956,0.114718063377956,-15.8129980376899,-15.8129980376899,1519351949.94023,1306500000,0.117058355637937,0.117058355637937,3038703899.88046,1282900201542.89,1140989333333.33,243569231130.509,61177587088.7189,1747931059.67768,35
"ESP","Spain","Mining and quarrying",2022,6.734e+09,"EUR","Spain","Mining",1.192948e+12,0.949624,7091227685.90516,1256231940220.55,0.564483950683517,0.564483950683517,NA,NA,7091227685.90516,6.734e+09,0.564483950683517,0.564483950683517,7091227685.90516,1282900201542.89,1140989333333.33,2583524074697.47,470868157708.832,29429259856.802,16
"SWE","Sweden","Fishing and aquaculture",2018,1.287e+09,"SEK","Sweden","Fishing",4.547336e+12,8.692518,148058364.67638,523132192536.156,0.0283022851181439,0.0283022851181439,NA,-17.3549651636543,135210625.870649,1.207e+09,0.0265712220475807,0.0265712220475807,270421251.741299,525750505866.658,4633414333333.33,243569231130.509,40805956725.5762,1457355597.34201,28
"SWE","Sweden","Fishing and aquaculture",2020,1.127e+09,"SEK","Sweden","Fishing",4.537008e+12,9.210309,122362887.064918,492601062570.213,0.0248401589770175,0.0248401589770175,-17.3549651636543,-17.3549651636543,135210625.870649,1.207e+09,0.0265712220475807,0.0265712220475807,270421251.741299,525750505866.658,4633414333333.33,243569231130.509,61177587088.7189,1747931059.67768,35
"SWE","Sweden","Mining and quarrying",2021,5.3321e+10,"SEK","Sweden","Mining",4.815899e+12,8.576567,6217056311.69208,561518262493.606,1.10718684092004,1.10718684092004,NA,NA,6217056311.69208,5.3321e+10,1.10718684092004,1.10718684092004,6217056311.69208,525750505866.658,4633414333333.33,2583524074697.47,641603379258.885,33768598908.3624,19
"TON","Tonga","Fishing",2018,16468000,"PT","Tonga","Fishing",1020123000,1.971562793,8352764.64866823,517418468.040647,1.61431513650805,1.61431513650805,NA,9.2974408028091,10205863.1210941,20121500,1.97003593937631,1.97003593937631,40823452.4843764,517941276.648955,1021153750,243569231130.509,40805956725.5762,1457355597.34201,28
"TON","Tonga","Fishing",2019,19523000,"PT","Tonga","Fishing",1027330000,1.971562793,9902296.83239919,521073943.801089,1.90036307710278,1.90036307710278,18.5511294632014,9.2974408028091,10205863.1210941,20121500,1.97003593937631,1.97003593937631,40823452.4843764,517941276.648955,1021153750,243569231130.509,52005149321.203,2000198050.8155,26
"TON","Tonga","Fishing",2020,23628000,"PT","Tonga","Fishing",1032350000,1.971562793,11984401.452437,523620147.25848,2.28875865743207,2.28875865743207,21.0264815858218,9.2974408028091,10205863.1210941,20121500,1.97003593937631,1.97003593937631,40823452.4843764,517941276.648955,1021153750,243569231130.509,61177587088.7189,1747931059.67768,35
"TON","Tonga","Fishing",2021,20867000,"PT","Tonga","Fishing",1004812000,1.971562793,10583989.550872,509652547.495605,2.07670688646234,2.07670688646234,-11.6852886405959,9.2974408028091,10205863.1210941,20121500,1.97003593937631,1.97003593937631,40823452.4843764,517941276.648955,1021153750,243569231130.509,61816734035.4948,2377566693.67288,26
"TON","Tonga","Mining and quarrying",2018,6882000,"PT","Tonga","Mining",1020123000,1.971562793,3490631.9111085,517418468.040647,0.674624530571313,0.674624530571313,NA,-12.5751641169377,2736281.09596812,5394750,0.52821233542525,0.52821233542525,10945124.3838725,517941276.648955,1021153750,2583524074697.47,217463225233.476,19769384112.1342,11
"TON","Tonga","Mining and quarrying",2019,5300000,"PT","Tonga","Mining",1027330000,1.971562793,2688222.77373947,521073943.801089,0.515900440948867,0.515900440948867,-22.9875036326649,-12.5751641169377,2736281.09596812,5394750,0.52821233542525,0.52821233542525,10945124.3838725,517941276.648955,1021153750,2583524074697.47,731003554610.723,34809693076.7011,21
"TON","Tonga","Mining and quarrying",2020,4850000,"PT","Tonga","Mining",1032350000,1.971562793,2459977.44389367,523620147.25848,0.469801908267545,0.469801908267545,-8.49056603773585,-12.5751641169377,2736281.09596812,5394750,0.52821233542525,0.52821233542525,10945124.3838725,517941276.648955,1021153750,2583524074697.47,522585757885.558,27504513572.9241,19
"TON","Tonga","Mining and quarrying",2021,4547000,"PT","Tonga","Mining",1004812000,1.971562793,2306292.25513083,509652547.495605,0.452522461913273,0.452522461913273,-6.24742268041238,-12.5751641169377,2736281.09596812,5394750,0.52821233542525,0.52821233542525,10945124.3838725,517941276.648955,1021153750,2583524074697.47,641603379258.885,33768598908.3624,19
"GBR","United Kingdom","Fishing and aquaculture",2019,8.5e+08,"GBP","GBR","Fishing",2066654148000,0.783445,1084951719.64848,2637905849166.18,0.0411292813953697,0.0411292813953697,NA,-26.8537338477303,939276696.063089,713500000,0.0348946482526635,0.0348946482526635,1878553392.12618,2593997146409.3,1977487604000,243569231130.509,52005149321.203,2000198050.8155,26
"GBR","United Kingdom","Fishing and aquaculture",2021,5.77e+08,"GBP","GBR","Fishing",2013257836000,0.727065,793601672.477702,2769020425959.16,0.0286600151099573,0.0286600151099573,-26.8537338477303,-26.8537338477303,939276696.063089,713500000,0.0348946482526635,0.0348946482526635,1878553392.12618,2593997146409.3,1977487604000,243569231130.509,61816734035.4948,2377566693.67288,26
"GBR","United Kingdom","Mining and quarrying",2020,1.4529e+10,"GBP","GBR","Mining",1852550828000,0.78,18626923076.9231,2375065164102.56,0.784269979554915,0.784269979554915,NA,NA,18626923076.9231,1.4529e+10,0.784269979554915,0.784269979554915,18626923076.9231,2593997146409.3,1977487604000,2583524074697.47,522585757885.558,27504513572.9241,19
"USA","United States","Fishing and aquaculture",2018,4265085000,"USD","USA","Fishing",19481973191000,1,4265085000,19481973191000,0.0218924693006472,0.0218924693006472,NA,-4.9734764957791,4159023500,4159023500,0.0214042064995311,0.0214042064995311,8318047000,19937000701333.3,19937000701333.3,243569231130.509,40805956725.5762,1457355597.34201,28
"USA","United States","Fishing and aquaculture",2020,4052962000,"USD","USA","Fishing",19377380521000,1,4052962000,19377380521000,0.020915943698415,0.020915943698415,-4.9734764957791,-4.9734764957791,4159023500,4159023500,0.0214042064995311,0.0214042064995311,8318047000,19937000701333.3,19937000701333.3,243569231130.509,61177587088.7189,1747931059.67768,35
"USA","United States","Mining, quarrying, and oil and gas extraction",2019,3.146e+11,"USD","USA","Mining",19928975197000,1,3.146e+11,19928975197000,1.57860600904034,1.57860600904034,NA,-7.88439821663797,2.8375e+11,2.8375e+11,1.41015734334371,1.41015734334371,1.135e+12,19937000701333.3,19937000701333.3,2583524074697.47,731003554610.723,34809693076.7011,21
"USA","United States","Mining, quarrying, and oil and gas extraction",2020,3.056e+11,"USD","USA","Mining",19377380521000,1,3.056e+11,19377380521000,1.57709655166657,1.57709655166657,-2.86077558804832,-7.88439821663797,2.8375e+11,2.8375e+11,1.41015734334371,1.41015734334371,1.135e+12,19937000701333.3,19937000701333.3,2583524074697.47,522585757885.558,27504513572.9241,19
"USA","United States","Mining, quarrying, and oil and gas extraction",2021,2.695e+11,"USD","USA","Mining",20529459727000,1,2.695e+11,20529459727000,1.31274764939653,1.31274764939653,-11.8128272251309,-7.88439821663797,2.8375e+11,2.8375e+11,1.41015734334371,1.41015734334371,1.135e+12,19937000701333.3,19937000701333.3,2583524074697.47,641603379258.885,33768598908.3624,19
"USA","United States","Mining, quarrying, and oil and gas extraction",2022,2.453e+11,"USD","USA","Mining",20926835051000,1,2.453e+11,20926835051000,1.17217916327141,1.17217916327141,-8.97959183673469,-7.88439821663797,2.8375e+11,2.8375e+11,1.41015734334371,1.41015734334371,1.135e+12,19937000701333.3,19937000701333.3,2583524074697.47,470868157708.832,29429259856.802,16
"VUT","Vanuatu","Fishing",2018,5.88e+08,"VUV","VUT","Fishing",6.837e+10,110.6408333,5314493.59573831,617945454.320796,0.860026327336551,0.860026327336551,NA,6.04464007825353,5716695.91718449,632500000,0.925891524439977,0.925891524439977,22866783.668738,618024539.046924,68378750000,243569231130.509,40805956725.5762,1457355597.34201,28
"VUT","Vanuatu","Fishing",2019,6.12e+08,"VUV","VUT","Fishing",7.0586e+10,110.6408333,5531411.70168681,637974226.103375,0.867027455869436,0.867027455869436,4.08163265306124,6.04464007825353,5716695.91718449,632500000,0.925891524439977,0.925891524439977,22866783.668738,618024539.046924,68378750000,243569231130.509,52005149321.203,2000198050.8155,26
"VUT","Vanuatu","Fishing",2020,6.3e+08,"VUV","VUT","Fishing",6.7062e+10,110.6408333,5694100.28114819,606123417.546603,0.939429184933345,0.939429184933345,2.94117647058822,6.04464007825353,5716695.91718449,632500000,0.925891524439977,0.925891524439977,22866783.668738,618024539.046924,68378750000,243569231130.509,61177587088.7189,1747931059.67768,35
"VUT","Vanuatu","Fishing",2021,7e+08,"VUV","VUT","Fishing",6.7497e+10,110.6408333,6326778.09016466,610055058.21692,1.03708312962058,1.03708312962058,11.1111111111111,6.04464007825353,5716695.91718449,632500000,0.925891524439977,0.925891524439977,22866783.668738,618024539.046924,68378750000,243569231130.509,61816734035.4948,2377566693.67288,26
"VUT","Vanuatu","Mining and quarrying",2018,2.6e+07,"VUV","VUT","Mining",6.837e+10,110.6408333,234994.614777544,617945454.320796,0.0380283750182829,0.0380283750182829,NA,24.2307692307692,311819.777300972,34500000,0.0506206567958385,0.0506206567958385,1247279.10920389,618024539.046924,68378750000,2583524074697.47,217463225233.476,19769384112.1342,11
"VUT","Vanuatu","Mining and quarrying",2019,2.8e+07,"VUV","VUT","Mining",7.0586e+10,110.6408333,253071.123606586,637974226.103375,0.0396679228175559,0.0396679228175559,7.6923076923077,24.2307692307692,311819.777300972,34500000,0.0506206567958385,0.0506206567958385,1247279.10920389,618024539.046924,68378750000,2583524074697.47,731003554610.723,34809693076.7011,21
"VUT","Vanuatu","Mining and quarrying",2020,3.5e+07,"VUV","VUT","Mining",6.7062e+10,110.6408333,316338.904508233,606123417.546603,0.0521905102740747,0.0521905102740747,25,24.2307692307692,311819.777300972,34500000,0.0506206567958385,0.0506206567958385,1247279.10920389,618024539.046924,68378750000,2583524074697.47,522585757885.558,27504513572.9241,19
"VUT","Vanuatu","Mining and quarrying",2021,4.9e+07,"VUV","VUT","Mining",6.7497e+10,110.6408333,442874.466311526,610055058.21692,0.0725958190734403,0.0725958190734403,40,24.2307692307692,311819.777300972,34500000,0.0506206567958385,0.0506206567958385,1247279.10920389,618024539.046924,68378750000,2583524074697.47,641603379258.885,33768598908.3624,19
